,applicant_id,first_name,last_names,date,self_development,geo_flex,financial_support_self,result,course_interest
1615,19030025,Willy,Murphey,2019/03/19,Yes,Yes,Yes,Pass,Engineering
1616,19030026,Randee,Mackison,2019/03/07,Yes,No,Yes,Fail,Engineering
1617,19030027,Franciskus,Lethardy,2019/03/27,Yes,Yes,Yes,Pass,Business
1618,19030029,Lilian,Eyer,2019/03/06,Yes,Yes,Yes,Pass,Engineering
1619,19030030,Roselia,Tanswell,2019/03/13,Yes,Yes,Yes,Pass,Data
1620,19030032,Ingelbert,Fri,2019/03/07,Yes,Yes,Yes,Pass,Data
1621,19030033,Corrie,Duiguid,2019/03/20,Yes,Yes,Yes,Pass,Data
1622,19030034,Frankie,Mabee,2019/03/27,Yes,Yes,Yes,Pass,Business
1623,19030035,Stefan,Insley,2019/03/13,Yes,Yes,Yes,Pass,Engineering
1624,19030036,Zacharias,Arnauduc,2019/03/07,No,Yes,No,Fail,Business
1625,19030037,Quinton,Kuhnt,2019/03/26,Yes,Yes,Yes,Pass,Business
1626,19030038,Ferdie,Glyne,2019/03/27,Yes,Yes,Yes,Pass,Data
1627,19030040,Rhonda,Revance,2019/03/07,Yes,Yes,Yes,Pass,Engineering
1628,19030043,Bary,Brambley,2019/03/07,Yes,Yes,No,Fail,Data
1629,19030044,Jeromy,Mebius,2019/03/19,Yes,Yes,Yes,Fail,Business
1630,19030045,Gavin,Sides,2019/03/26,No,Yes,Yes,Fail,Business
1631,19030047,Audi,Westmacott,2019/03/07,Yes,Yes,Yes,Pass,Business
1632,19030048,Burtie,Irnys,2019/03/20,Yes,No,No,Fail,Data
1633,19030049,Eliot,Frank,2019/03/19,Yes,Yes,Yes,Pass,Business
1634,19030050,Neall,Stuehmeyer,2019/03/06,No,Yes,Yes,Fail,Data
1635,19030051,Penni,Grioli,2019/03/05,Yes,Yes,Yes,Pass,Data
1636,19030052,Joletta,Matzaitis,2019/03/20,Yes,Yes,Yes,Pass,Business
1637,19030053,Ofelia,Helm,2019/03/20,Yes,Yes,Yes,Pass,Business
1638,19030054,Anselm,Marrow,2019/03/14,Yes,Yes,Yes,Fail,Engineering
1639,19030056,Farris,Gogerty,2019/03/06,Yes,Yes,Yes,Pass,Engineering
1640,19030057,Honoria,Staziker,2019/03/07,Yes,Yes,Yes,Pass,Engineering
1641,19030058,Angeline,Rewbottom,2019/03/12,Yes,No,Yes,Fail,Engineering
1642,19030059,Alan,Heald,2019/03/28,Yes,Yes,Yes,Pass,Engineering
1643,19030060,Sholom,Banting,2019/03/20,Yes,Yes,Yes,Pass,Engineering
1644,19030061,Tonia,Oakes,2019/03/12,Yes,Yes,Yes,Pass,Engineering
1645,19030064,Delmore,O'Loinn,2019/03/13,No,Yes,No,Fail,Business
1646,19030066,Vale,Fishbie,2019/03/05,Yes,Yes,Yes,Pass,Engineering
1647,19030070,Heindrick,Keay,2019/03/07,Yes,No,Yes,Fail,Engineering
1648,19030071,Nikoletta,Mccaffrey,2019/03/06,Yes,Yes,No,Fail,Business
1649,19030074,Roze,Somerbell,2019/03/28,Yes,Yes,Yes,Pass,Business
1650,19030075,Ganny,Brumham,2019/03/19,Yes,Yes,Yes,Pass,Data
1651,19030079,Hamilton,Godbehere,2019/03/20,Yes,Yes,Yes,Pass,Engineering
1652,19030081,Olivia,Dobrowski,2019/03/06,Yes,Yes,Yes,Pass,Data
1653,19030083,Gabie,Maletratt,2019/03/05,Yes,No,Yes,Fail,Business
1654,19030084,Jeniece,Petty,2019/03/12,Yes,Yes,Yes,Pass,Data
1655,19030085,Ezequiel,Gutch,2019/03/28,Yes,Yes,Yes,Pass,Data
1656,19030086,Vinnie,Gimbrett,2019/03/05,Yes,Yes,Yes,Fail,Data
1657,19030088,Britte,Kelleway,2019/03/21,Yes,Yes,Yes,Pass,Engineering
1658,19030089,Laural,O'Teague,2019/03/13,Yes,Yes,No,Fail,Engineering
1659,19030090,Vanda,Boate,2019/03/05,Yes,Yes,Yes,Pass,Engineering
1660,19030093,Verne,Francescuzzi,2019/03/07,Yes,Yes,Yes,Pass,Business
1661,19030095,Gasparo,Overill,2019/03/27,Yes,Yes,Yes,Pass,Data
1662,19030096,Lyndsie,Bailles,2019/03/13,Yes,Yes,Yes,Pass,Business
1663,19030097,Tyson,Spyby,2019/03/21,No,Yes,No,Fail,Engineering
1664,19030098,Callie,Glasscock,2019/03/05,Yes,Yes,Yes,Pass,Business
1665,19030102,Cassondra,Triplet,2019/03/13,Yes,Yes,Yes,Pass,Engineering
1666,19030103,Dix,Dinan,2019/03/06,Yes,Yes,Yes,Pass,Data
1667,19030106,Umeko,Sydall,2019/03/13,Yes,Yes,No,Fail,Engineering
1668,19030107,Darb,Heinssen,2019/03/27,Yes,No,Yes,Fail,Business
1669,19030108,Tildi,Dallicoat,2019/03/12,Yes,Yes,Yes,Pass,Business
1670,19030109,Chancey,Morey,2019/03/28,Yes,Yes,Yes,Pass,Business
1671,19030111,Lisha,Keaveny,2019/03/12,Yes,No,Yes,Fail,Data
1672,19030112,Cyrill,Wilkison,2019/03/26,No,Yes,Yes,Fail,Data
1673,19030113,Ainslie,Simeon,2019/03/07,Yes,Yes,Yes,Pass,Engineering
1674,19030114,Rhea,Cleynman,2019/03/21,Yes,Yes,Yes,Pass,Business
1675,19030115,Cornelia,Cowley,2019/03/14,Yes,Yes,No,Fail,Business
1676,19030116,Leonhard,Filkin,2019/03/28,Yes,Yes,Yes,Fail,Data
1677,19030117,Mahala,Benadette,2019/03/21,Yes,No,Yes,Fail,Engineering
1678,19030118,Halsy,Hursthouse,2019/03/06,Yes,Yes,Yes,Pass,Engineering
1679,19030119,Inessa,Mccurtin,2019/03/12,Yes,No,Yes,Fail,Business
1680,19030121,Nada,Niese,2019/03/28,No,Yes,No,Fail,Engineering
1681,19030122,Eleonora,Bleazard,2019/03/05,Yes,Yes,Yes,Pass,Engineering
1682,19030123,Latrina,Shingler,2019/03/06,Yes,Yes,Yes,Pass,Data
1683,19030124,Zitella,Hembery,2019/03/19,Yes,Yes,Yes,Pass,Engineering
1684,19030125,Elfreda,Aburrow,2019/03/19,Yes,Yes,Yes,Pass,Data
1685,19030126,Xerxes,Dobrowlski,2019/03/12,Yes,Yes,No,Fail,Business
1686,19030127,Isahella,Haddleston,2019/03/28,No,Yes,Yes,Fail,Data
1687,19030130,Stephani,Libby,2019/03/27,Yes,No,Yes,Fail,Business
1688,19030131,Bette-Ann,Lemmers,2019/03/19,Yes,No,No,Fail,Data
1689,19030133,Romona,Buye,2019/03/19,Yes,Yes,Yes,Pass,Business
1690,19030135,Whitney,Woodger,2019/03/27,Yes,Yes,Yes,Pass,Data
1691,19030140,Carmelina,Thorington,2019/03/19,Yes,No,Yes,Fail,Data
1692,19030141,Royal,Lougheed,2019/03/21,Yes,Yes,Yes,Pass,Engineering
1693,19030142,Damaris,Vallance,2019/03/13,Yes,Yes,Yes,Pass,Data
1694,19030144,Stacee,Kidson,2019/03/21,Yes,Yes,Yes,Pass,Data
1695,19030145,Kial,Gowdy,2019/03/06,Yes,Yes,Yes,Pass,Data
1696,19030146,Ernie,Proschek,2019/03/28,Yes,No,Yes,Fail,Business
1697,19030147,Teodoor,Fleay,2019/03/26,No,Yes,Yes,Fail,Business
1698,19030152,Lotte,Witherop,2019/03/12,Yes,Yes,Yes,Pass,Engineering
1699,19030153,Kassia,Wynch,2019/03/26,Yes,Yes,Yes,Pass,Data
1700,19030156,Lia,Ginnaly,2019/03/21,Yes,Yes,Yes,Pass,Data
1701,19030158,Rozamond,Wilton,2019/03/27,Yes,Yes,Yes,Pass,Engineering
1702,19030159,Michele,Gonsalvo,2019/03/14,Yes,Yes,Yes,Pass,Engineering
1703,19030160,Betteann,Bridgeland,2019/03/12,No,Yes,Yes,Fail,Data
1704,19030161,Aubert,Cawtheray,2019/03/27,Yes,Yes,Yes,Pass,Business
1705,19030165,Yulma,Kerrey,2019/03/20,Yes,No,Yes,Fail,Business
1706,19030166,Roxanna,Rashleigh,2019/03/12,Yes,Yes,Yes,Pass,Engineering
1707,19030170,Tracey,Spratley,2019/03/19,Yes,Yes,Yes,Pass,Engineering
1708,19030171,Anastasia,Howsam,2019/03/05,No,Yes,Yes,Fail,Engineering
1709,19030172,Weylin,Culpin,2019/03/05,Yes,Yes,Yes,Pass,Business
1710,19030173,Pepe,Bendig,2019/03/21,Yes,Yes,Yes,Pass,Engineering
1711,19030176,Haskell,Mcdonnell,2019/03/06,Yes,Yes,Yes,Pass,Data
1712,19030178,Avivah,Lynas,2019/03/14,Yes,Yes,Yes,Pass,Engineering
1713,19030179,Aleece,Addicott,2019/03/28,Yes,Yes,Yes,Fail,Business
1714,19030180,Aidan,Elrick,2019/03/05,Yes,Yes,No,Fail,Engineering
1715,19030180,Aidan,Elrick,2019/03/05,Yes,Yes,No,Fail,Engineering
1716,19030181,Hughie,Yeliashev,2019/03/19,Yes,Yes,Yes,Pass,Engineering
1717,19030182,Elsa,Hallgarth,2019/03/27,Yes,Yes,Yes,Fail,Business
1718,19030183,Evin,Bennallck,2019/03/19,Yes,Yes,Yes,Pass,Data
1719,19030185,Elfreda,Colomb,2019/03/06,Yes,Yes,Yes,Pass,Data
1720,19030187,Pam,Hupka,2019/03/06,Yes,Yes,Yes,Pass,Business
1721,19030188,Michail,Arkle,2019/03/07,No,Yes,Yes,Fail,Business
1722,19030189,Garth,Messager,2019/03/12,Yes,Yes,Yes,Pass,Data
1723,19030190,Antoni,Sparhawk,2019/03/13,Yes,Yes,Yes,Pass,Engineering
1724,19030191,Candida,Chilley,2019/03/07,Yes,Yes,Yes,Pass,Data
1725,19030194,Eugenie,Innocenti,2019/03/12,Yes,Yes,Yes,Pass,Engineering
1726,19030195,Almire,Vautrey,2019/03/26,Yes,No,Yes,Fail,Data
1727,19030197,Welbie,Curgenven,2019/03/05,Yes,Yes,Yes,Pass,Data
1728,19030199,Web,Segrave,2019/03/27,Yes,Yes,Yes,Pass,Business
1729,19030200,Kellen,Brocklebank,2019/03/06,Yes,No,Yes,Fail,Data
1730,19030201,Doralynne,Torricina,2019/03/12,Yes,Yes,Yes,Pass,Business
1731,19030203,Cymbre,Reuben,2019/03/20,Yes,Yes,Yes,Pass,Business
1732,19030204,Nicholas,Welbeck,2019/03/21,Yes,Yes,Yes,Pass,Engineering
1733,19030205,Agosto,Meaddowcroft,2019/03/05,Yes,Yes,Yes,Pass,Business
1734,19030206,Ezekiel,Lemerie,2019/03/19,No,Yes,Yes,Fail,Data
1735,19030207,Tiphany,Gribben,2019/03/05,Yes,Yes,Yes,Pass,Business
1736,19030208,Julina,Hartles,2019/03/19,Yes,No,Yes,Fail,Engineering
1737,19030209,Ashley,Fitzharris,2019/03/07,Yes,No,Yes,Fail,Engineering
1738,19030210,Sallie,Mcnair,2019/03/21,Yes,Yes,Yes,Pass,Data
1739,19030211,Rudy,Davidde,2019/03/26,Yes,Yes,Yes,Pass,Business
1740,19030212,Dyna,Tallboy,2019/03/06,No,No,Yes,Fail,Business
1741,19030213,Vincenz,Mcgeown,2019/03/06,Yes,No,Yes,Fail,Business
1742,19030216,Jeannette,Bazelle,2019/03/14,Yes,No,Yes,Fail,Data
1743,19030217,Rennie,Kennsley,2019/03/05,Yes,Yes,Yes,Pass,Business
1744,19030219,Corbie,Hinchshaw,2019/03/20,Yes,Yes,Yes,Pass,Business
1745,19030220,Matthaeus,Stickens,2019/03/05,Yes,Yes,Yes,Pass,Engineering
1746,19030221,Vinson,Fooks,2019/03/06,Yes,Yes,Yes,Pass,Business
1747,19030222,Jacquelin,Clampin,2019/03/05,Yes,Yes,Yes,Pass,Engineering
1748,19030223,Page,Roubay,2019/03/07,Yes,Yes,Yes,Fail,Engineering
1749,19030225,Phylys,Flory,2019/03/27,Yes,Yes,No,Fail,Business
1750,19030226,Raul,Airlie,2019/03/26,Yes,No,No,Fail,Business
1751,19030228,Danella,Munton,2019/03/07,Yes,Yes,Yes,Fail,Business
1752,19030230,Frannie,Doby,2019/03/05,Yes,Yes,Yes,Pass,Engineering
1753,19030231,Zonda,Babbidge,2019/03/07,Yes,Yes,Yes,Pass,Business
1754,19030232,Cleve,Craigs,2019/03/26,No,Yes,No,Fail,Data
1755,19030233,Micky,Mccaskell,2019/03/06,Yes,Yes,No,Fail,Business
1756,19030235,Jesse,Tiron,2019/03/05,Yes,Yes,Yes,Pass,Business
1757,19030237,Keeley,Osburn,2019/03/27,Yes,Yes,Yes,Fail,Engineering
1758,19030238,Woodie,Reely,2019/03/20,Yes,Yes,Yes,Pass,Business
1759,19030239,Shelia,Beadles,2019/03/21,Yes,Yes,Yes,Pass,Engineering
1760,19030240,Charo,Lorent,2019/03/27,Yes,Yes,Yes,Pass,Business
1761,19030241,Cary,Edwicke,2019/03/28,Yes,Yes,Yes,Pass,Engineering
1762,19030242,Randi,Tomkowicz,2019/03/20,Yes,Yes,Yes,Pass,Engineering
1763,19030245,Stacey,DeVuyst,2019/03/27,Yes,Yes,Yes,Pass,Business
1764,19030248,Gayle,Vinsen,2019/03/06,Yes,Yes,Yes,Pass,Business
1765,19030251,Myrlene,Olyfant,2019/03/27,Yes,Yes,Yes,Pass,Business
1766,19030259,Karina,Andrejevic,2019/03/13,No,No,Yes,Fail,Data
1767,19030262,Sher,Biesinger,2019/03/19,Yes,Yes,Yes,Pass,Engineering
1768,19030263,Gladys,Roote,2019/03/06,Yes,Yes,Yes,Pass,Business
1769,19030265,Sheffield,Furzer,2019/03/19,Yes,Yes,Yes,Pass,Engineering
1770,19030268,Danielle,Absolom,2019/03/19,Yes,Yes,Yes,Pass,Engineering
1771,19030269,Fowler,Crewdson,2019/03/12,Yes,Yes,Yes,Pass,Business
1772,19030270,Kaylil,Gissing,2019/03/13,No,Yes,Yes,Fail,Business
1773,19030271,Johnny,Shea,2019/03/05,Yes,Yes,Yes,Pass,Business
1774,19030273,Jill,Pawelec,2019/03/26,Yes,Yes,Yes,Fail,Engineering
1775,19030274,Olenolin,Wressell,2019/03/26,No,No,Yes,Fail,Data
1776,19030275,Lelah,Nisot,2019/03/21,Yes,Yes,Yes,Pass,Data
1777,19030276,Durant,Dell'Orto,2019/03/28,Yes,Yes,Yes,Fail,Data
1778,19030277,Gabby,Neilson,2019/03/13,Yes,Yes,Yes,Pass,Engineering
1779,19030278,Tobi,Short,2019/03/06,Yes,Yes,Yes,Pass,Data
1780,19030282,Riannon,Sibylla,2019/03/20,Yes,Yes,Yes,Pass,Engineering
1781,19030284,Tommie,Hammerman,2019/03/19,Yes,Yes,No,Fail,Engineering
1782,19030285,Anton,Isaacs,2019/03/13,Yes,Yes,Yes,Fail,Data
1783,19030286,Winne,Kelloch,2019/03/13,Yes,No,Yes,Fail,Engineering
1784,19030287,Althea,Kopelman,2019/03/26,Yes,Yes,Yes,Pass,Engineering
1785,19030288,Barde,Mcgeneay,2019/03/14,Yes,Yes,Yes,Fail,Business
1786,19030289,Reg,Mcreynold,2019/03/05,Yes,Yes,Yes,Pass,Data
1787,19030290,Ania,Silver,2019/03/19,Yes,No,Yes,Fail,Engineering
1788,19030292,Chilton,Fridaye,2019/03/07,Yes,No,Yes,Fail,Business
1789,19030293,Gae,Crutch,2019/03/07,Yes,Yes,Yes,Pass,Business
1790,19030294,Port,Taylot,2019/03/21,Yes,Yes,No,Fail,Business
1791,19030295,Cirilo,Worley,2019/03/14,Yes,Yes,Yes,Pass,Engineering
1792,19030297,Amelina,Posnett,2019/03/19,No,Yes,Yes,Fail,Business
1793,19030298,Regan,Dyball,2019/03/27,Yes,Yes,Yes,Pass,Engineering
1794,19030300,Frazer,Trahmel,2019/03/14,Yes,Yes,Yes,Fail,Data
1795,19030301,Ashley,Fudge,2019/03/19,Yes,Yes,Yes,Pass,Engineering
1796,19030304,Cherianne,Raddon,2019/03/06,Yes,Yes,Yes,Pass,Data
1797,19030305,Cybil,Mandrake,2019/03/27,Yes,Yes,Yes,Pass,Data
1798,19030307,Deerdre,Mussard,2019/03/05,Yes,Yes,No,Fail,Data
1799,19030309,Nadia,Wheelton,2019/03/19,Yes,Yes,Yes,Pass,Data
1800,19030310,Bella,Tarbox,2019/03/12,Yes,Yes,Yes,Pass,Engineering
1801,19030313,Agustin,Craine,2019/03/21,Yes,Yes,Yes,Pass,Data
1802,19030314,Allene,Hand,2019/03/13,Yes,Yes,Yes,Pass,Business
1803,19030317,Gearard,Slegg,2019/03/19,Yes,Yes,Yes,Pass,Business
1804,19030319,Dick,Rubinshtein,2019/03/19,Yes,Yes,No,Fail,Engineering
1805,19030319,Dick,Rubinshtein,2019/03/19,Yes,Yes,No,Fail,Engineering
1806,19030320,Phineas,Purton,2019/03/05,Yes,Yes,No,Fail,Engineering
1807,19030321,Carly,Rogge,2019/03/28,Yes,Yes,Yes,Pass,Engineering
1808,19030322,Gaylord,Alleway,2019/03/06,Yes,Yes,Yes,Pass,Engineering
1809,19030323,Dre,Southerton,2019/03/26,Yes,Yes,No,Fail,Data
1810,19030324,Mame,Kneaphsey,2019/03/28,Yes,Yes,Yes,Pass,Business
1811,19030326,Elfrida,Enden,2019/03/13,Yes,Yes,Yes,Pass,Engineering
1812,19030327,Rustie,Cormode,2019/03/13,Yes,Yes,Yes,Pass,Engineering
1813,19030328,Quincey,Gayle,2019/03/20,Yes,Yes,Yes,Pass,Engineering
1814,19030329,Rosita,Cabel,2019/03/07,Yes,Yes,Yes,Pass,Data
1815,19030330,Des,Tomovic,2019/03/13,Yes,Yes,No,Fail,Business
1816,19030331,Artair,Rois,2019/03/20,Yes,Yes,Yes,Pass,Engineering
1817,19030333,Glenn,Coaker,2019/03/28,Yes,Yes,Yes,Pass,Engineering
1818,19030334,Artair,Cartman,2019/03/19,Yes,Yes,Yes,Pass,Engineering
1819,19030335,Lynea,Heustice,2019/03/06,Yes,Yes,Yes,Pass,Business
1820,19030337,Neal,Ginglell,2019/03/26,Yes,Yes,Yes,Pass,Engineering
1821,19030338,Cello,Durrand,2019/03/12,Yes,No,Yes,Fail,Business
1822,19030339,Yance,Grenfell,2019/03/28,Yes,Yes,Yes,Fail,Business
1823,19030340,L;Urette,Daveley,2019/03/12,Yes,Yes,Yes,Pass,Engineering
1824,19030341,Rozanne,Burhouse,2019/03/27,Yes,No,Yes,Fail,Data
1825,19030342,Emily,Yon,2019/03/26,No,Yes,Yes,Fail,Business
1826,19030342,Emily,Yon,2019/03/26,No,Yes,Yes,Fail,Business
1827,19030344,Lemmie,Wylam,2019/03/07,Yes,Yes,No,Fail,Business
1828,19030345,Mattias,Blanpein,2019/03/19,Yes,Yes,Yes,Fail,Business
1829,19030346,Adelbert,Verrick,2019/03/27,Yes,Yes,Yes,Pass,Business
1830,19030348,Jaymee,Riden,2019/03/19,Yes,Yes,Yes,Pass,Engineering
1831,19030349,Melinda,Ocklin,2019/03/21,Yes,Yes,Yes,Pass,Data
1832,19030350,Estele,Prester,2019/03/20,Yes,Yes,Yes,Pass,Business
1833,19030351,Stern,Ashfull,2019/03/13,Yes,Yes,Yes,Pass,Business
1834,19030353,Franzen,Iddy,2019/03/20,Yes,Yes,Yes,Pass,Engineering
1835,19030357,Ashlie,Siveter,2019/03/26,Yes,Yes,Yes,Pass,Data
1836,19030358,Maxwell,Fadell,2019/03/26,Yes,Yes,Yes,Pass,Engineering
1837,19030359,Ofelia,Crow,2019/03/28,Yes,Yes,Yes,Pass,Data
1838,19030360,Neely,Aleksich,2019/03/28,No,Yes,Yes,Fail,Engineering
1839,19030362,Hobart,Caldeyroux,2019/03/26,Yes,Yes,Yes,Pass,Business
1840,19030363,Jeffy,Dudding,2019/03/13,Yes,Yes,Yes,Pass,Data
1841,19030364,Lauren,Bister,2019/03/20,Yes,Yes,Yes,Pass,Business
1842,19030365,Bowie,Nolton,2019/03/07,Yes,Yes,Yes,Pass,Data
1843,19030366,Maurine,Vedenyakin,2019/03/13,No,Yes,No,Fail,Data
1844,19030367,Vannie,Hounsome,2019/03/05,Yes,Yes,No,Fail,Data
1845,19050001,Tye,Klejna,2019/05/21,No,Yes,Yes,Fail,Engineering
1846,19050003,Katya,Curtois,2019/05/21,Yes,Yes,Yes,Pass,Engineering
1847,19050004,Laurella,Daintrey,2019/05/07,Yes,No,Yes,Fail,Data
1848,19050005,Worthington,Stollenwerck,2019/05/22,Yes,Yes,Yes,Pass,Engineering
1849,19050006,Hartwell,Candwell,2019/05/28,Yes,Yes,Yes,Pass,Business
1850,19050008,Loree,Hinkens,2019/05/01,No,Yes,Yes,Fail,Data
1851,19050009,Bernadette,O'Timony,2019/05/23,Yes,Yes,Yes,Pass,Business
1852,19050011,Andrei,Musslewhite,2019/05/16,Yes,Yes,Yes,Pass,Data
1853,19050012,Nata,Bohman,2019/05/30,Yes,No,No,Fail,Engineering
1854,19050014,Kellie,Tanguy,2019/05/08,Yes,Yes,Yes,Pass,Engineering
1855,19050015,Shurlocke,Cringle,2019/05/21,Yes,Yes,Yes,Pass,Data
1856,19050018,Eden,Goodboddy,2019/05/08,Yes,Yes,Yes,Pass,Data
1857,19050019,Omar,Bromilow,2019/05/07,No,No,Yes,Fail,Engineering
1858,19050021,Jaquenetta,Catonne,2019/05/14,Yes,Yes,Yes,Pass,Data
1859,19050022,Vilhelmina,Kissell,2019/05/16,Yes,Yes,Yes,Pass,Engineering
1860,19050023,Bibi,Mastrantone,2019/05/09,Yes,Yes,Yes,Pass,Business
1861,19050025,Brittany,Mccluskey,2019/05/23,No,Yes,Yes,Fail,Data
1862,19050027,Timmi,Warr,2019/05/23,Yes,Yes,Yes,Pass,Engineering
1863,19050029,Laurel,Ebbers,2019/05/29,Yes,Yes,Yes,Pass,Engineering
1864,19050030,Fax,Schankelborg,2019/05/07,Yes,Yes,Yes,Pass,Engineering
1865,19050031,Nickolas,Fears,2019/05/08,Yes,Yes,Yes,Pass,Data
1866,19050034,Ardys,Ruppele,2019/05/29,No,Yes,Yes,Fail,Engineering
1867,19050036,Dallas,Sheekey,2019/05/23,Yes,Yes,Yes,Pass,Engineering
1868,19050037,Cello,Ricioppo,2019/05/14,Yes,Yes,Yes,Fail,Data
1869,19050038,Bennie,Latan,2019/05/30,Yes,No,Yes,Fail,Engineering
1870,19050039,Standford,Brewitt,2019/05/16,Yes,Yes,Yes,Pass,Data
1871,19050041,Cristin,Screas,2019/05/21,Yes,Yes,Yes,Pass,Data
1872,19050043,Florina,Sudlow,2019/05/29,Yes,Yes,Yes,Pass,Business
1873,19050044,Maxi,Macgaughey,2019/05/15,Yes,Yes,Yes,Pass,Engineering
1874,19050045,Artemas,Bewlay,2019/05/08,Yes,Yes,Yes,Pass,Data
1875,19050048,Morse,Joly,2019/05/22,Yes,Yes,Yes,Pass,Engineering
1876,19050049,Albie,Romanski,2019/05/07,Yes,Yes,Yes,Pass,Business
1877,19050050,Winnifred,Hingeley,2019/05/07,No,Yes,Yes,Fail,Engineering
1878,19050052,Liane,Lorente,2019/05/29,Yes,Yes,Yes,Pass,Engineering
1879,19050053,Brendin,Curran,2019/05/21,Yes,No,Yes,Fail,Business
1880,19050054,Shayne,StLouis,2019/05/02,Yes,Yes,No,Fail,Data
1881,19050055,Ulrika,Lemerie,2019/05/15,Yes,Yes,Yes,Pass,Business
1882,19050056,Micheil,Rotlauf,2019/05/01,Yes,Yes,Yes,Pass,Data
1883,19050058,Darbee,Goslin,2019/05/29,Yes,No,Yes,Fail,Engineering
1884,19050061,Prisca,Ginnally,2019/05/07,Yes,Yes,Yes,Pass,Engineering
1885,19050062,Megen,Durtnall,2019/05/08,Yes,Yes,Yes,Pass,Business
1886,19050062,Megen,Durtnall,2019/05/08,Yes,Yes,Yes,Pass,Business
1887,19050063,Noel,Hayland,2019/05/30,Yes,Yes,Yes,Pass,Engineering
1888,19050064,Clint,Gorbell,2019/05/22,Yes,No,Yes,Fail,Business
1889,19050068,Judas,Espadero,2019/05/09,Yes,Yes,Yes,Pass,Data
1890,19050070,Berri,Cocklin,2019/05/14,No,Yes,Yes,Fail,Engineering
1891,19050071,Wolfie,Showers,2019/05/23,Yes,Yes,Yes,Pass,Business
1892,19050072,Dion,Pavlasek,2019/05/15,Yes,Yes,No,Fail,Data
1893,19050073,Timmy,Benzies,2019/05/02,No,Yes,Yes,Fail,Engineering
1894,19050075,Shepherd,Aliman,2019/05/09,No,Yes,Yes,Fail,Business
1895,19050076,Angel,Matteau,2019/05/22,Yes,Yes,Yes,Pass,Business
1896,19050077,Granger,Carayol,2019/05/28,Yes,Yes,Yes,Fail,Engineering
1897,19050078,Gaven,Eckford,2019/05/23,Yes,Yes,Yes,Pass,Business
1898,19050079,Nicolea,Gibbins,2019/05/23,Yes,Yes,Yes,Pass,Business
1899,19050082,Retha,Dunnico,2019/05/01,Yes,Yes,No,Fail,Data
1900,19050083,Katharina,Aleswell,2019/05/09,Yes,Yes,Yes,Pass,Engineering
1901,19050086,Joshuah,Pourveer,2019/05/14,Yes,Yes,Yes,Fail,Data
1902,19050089,Valentine,Brosini,2019/05/07,Yes,Yes,Yes,Pass,Business
1903,19050098,Alfi,Mccracken,2019/05/16,Yes,Yes,Yes,Pass,Engineering
1904,19050099,Jolene,Alyonov,2019/05/21,Yes,Yes,Yes,Pass,Business
1905,19050100,Celina,Burder,2019/05/08,No,Yes,Yes,Fail,Business
1906,19050102,Adamo,Osment,2019/05/15,Yes,Yes,Yes,Pass,Data
1907,19050103,Nance,Tothe,2019/05/01,Yes,Yes,Yes,Pass,Data
1908,19050104,Adlai,Gahagan,2019/05/29,Yes,Yes,Yes,Pass,Business
1909,19050105,Blayne,Jenne,2019/05/29,Yes,Yes,Yes,Pass,Business
1910,19050106,Wren,O'Curran,2019/05/21,Yes,Yes,Yes,Pass,Data
1911,19050109,Pansy,Tranckle,2019/05/29,No,Yes,Yes,Fail,Engineering
1912,19050110,Niven,Ransbury,2019/05/22,No,Yes,Yes,Fail,Business
1913,19050111,Jamima,Thursby,2019/05/23,Yes,Yes,Yes,Pass,Engineering
1914,19050113,Donica,Andreas,2019/05/01,Yes,Yes,Yes,Pass,Data
1915,19050114,Lawton,Redpath,2019/05/02,Yes,Yes,Yes,Pass,Data
1916,19050116,Theresina,Breckell,2019/05/02,Yes,Yes,Yes,Pass,Engineering
1917,19050118,Merrie,Mathon,2019/05/08,Yes,Yes,Yes,Pass,Business
1918,19050121,Gawen,Murricanes,2019/05/30,No,Yes,No,Fail,Data
1919,19050123,Alfi,Janku,2019/05/15,Yes,Yes,Yes,Pass,Data
1920,19050124,Yuma,Henrion,2019/05/29,Yes,Yes,No,Fail,Engineering
1921,19050126,Lise,Ogilvie,2019/05/09,Yes,Yes,Yes,Pass,Business
1922,19050128,Rollins,Dalgardno,2019/05/09,Yes,Yes,Yes,Pass,Data
1923,19050130,Fifine,Wreight,2019/05/07,Yes,Yes,Yes,Pass,Engineering
1924,19050133,Free,Nicholes,2019/05/07,Yes,Yes,Yes,Pass,Business
1925,19050135,Rice,Plampin,2019/05/21,Yes,Yes,Yes,Pass,Data
1926,19050136,Cassius,Hollibone,2019/05/01,Yes,No,Yes,Fail,Engineering
1927,19050139,Harlene,Brymner,2019/05/23,Yes,Yes,Yes,Pass,Data
1928,19050140,Mata,Farrell,2019/05/08,No,Yes,Yes,Fail,Data
1929,19050141,Maggy,Clapison,2019/05/07,Yes,Yes,Yes,Pass,Business
1930,19050142,Chauncey,Janoschek,2019/05/21,Yes,Yes,No,Fail,Business
1931,19050144,Mellicent,Desaur,2019/05/01,Yes,Yes,Yes,Pass,Engineering
1932,19050145,Fay,Beautyman,2019/05/29,No,Yes,Yes,Fail,Data
1933,19050146,Linus,Pietruszewicz,2019/05/16,Yes,Yes,Yes,Pass,Data
1934,19050147,Lem,Burbidge,2019/05/02,Yes,Yes,Yes,Pass,Data
