,Unnamed: 0_x,applicant_id,first_name_x,last_names_x,Psychometrics,Presentation,Date,Location,Unnamed: 0_y,first_name_y,last_names_y,date,self_development,geo_flex,financial_support_self,result,course_interest
1786,2375,19070341,ORALIA,CHAIKOVSKI,55,23,2019/07/25,0,536,Oralia,Chaikovski,2019/07/25,No,Yes,Yes,Fail,Engineering
1787,2376,19070344,CLARKE,CRADOC,61,27,2019/07/25,0,539,Clarke,Cradoc,2019/07/25,Yes,Yes,Yes,Pass,Engineering
1788,2377,19070377,ROIS,COVEY,55,23,2019/07/25,0,558,Rois,Covey,2019/07/25,Yes,Yes,Yes,Fail,Business
1789,2378,19070387,ALLYCE,ATTWILL,55,23,2019/07/25,0,564,Allyce,Attwill,2019/07/25,Yes,Yes,Yes,Pass,Engineering
1790,2379,19070389,LAYNE,MCALINE,50,21,2019/07/25,0,566,Layne,Mcaline,2019/07/25,Yes,Yes,No,Fail,Business
1791,2380,19070394,ANTONIE,CORAM,53,27,2019/07/25,0,571,Antonie,Coram,2019/07/25,Yes,Yes,Yes,Pass,Data
1792,2381,19070401,NANI,MEASOM,63,18,2019/07/25,0,576,Nani,Measom,2019/07/25,Yes,Yes,No,Fail,Data
1793,2383,19070454,EVVY,ALLCOCK,64,22,2019/07/25,0,612,Evvy,Allcock,2019/07/25,Yes,Yes,Yes,Pass,Engineering
1794,2384,19060016,AURELEA,LEASON,51,19,2019/06/25,1,628,Aurelea,Leason,2019/07/25,Yes,Yes,Yes,Pass,Data
1795,2385,19060020,MARCHALL,POCKLINGTON,58,18,2019/06/25,1,632,Marchall,Pocklington,2019/07/25,Yes,Yes,Yes,Fail,Engineering
1796,2386,19060028,GIULIETTA,DISSMAN,62,19,2019/06/25,1,637,Giulietta,Dissman,2019/07/25,Yes,Yes,No,Fail,Data
1797,2388,19060041,LIND,FEREBEE,51,25,2019/06/25,1,647,Lind,Ferebee,2019/07/25,Yes,Yes,Yes,Pass,Business
1798,2389,19060046,MALIA,CHECCUCCI,57,21,2019/06/25,1,652,Malia,Checcucci,2019/07/25,Yes,Yes,Yes,Pass,Business
1799,2390,19060068,FANCIE,COSTER,66,21,2019/06/25,1,664,Fancie,Coster,2019/07/25,Yes,Yes,Yes,Pass,Business
1800,2391,19060071,SHEL,BOLZEN,59,18,2019/06/25,1,667,Shel,Bolzen,2019/07/25,Yes,Yes,Yes,Pass,Data
1801,2392,19060072,MATILDA,MATTIESSEN,59,22,2019/06/25,1,668,Matilda,Mattiessen,2019/07/25,Yes,Yes,Yes,Pass,Data
1802,2393,19060090,FRANCKLIN,WARRINGTON,51,21,2019/06/25,1,682,Francklin,Warrington,2019/07/25,Yes,Yes,Yes,Pass,Data
1803,2394,19060126,HULDA,BALES,58,22,2019/06/25,1,706,Hulda,Bales,2019/07/25,No,Yes,Yes,Fail,Data
1804,2397,19060186,PRESCOTT,ALFUSO,51,20,2019/06/25,1,739,Prescott,Alfuso,2019/07/25,Yes,Yes,Yes,Pass,Engineering
1805,2398,19060198,JUDIE,LOWY,65,20,2019/06/25,1,746,Judie,Lowy,2019/07/25,Yes,Yes,Yes,Pass,Engineering
1806,2399,19060222,HOMERE,STENTIFORD,64,24,2019/06/25,1,760,Homere,Stentiford,2019/07/25,Yes,Yes,Yes,Pass,Engineering
1807,2401,19060228,KELLEN,BENTICK,53,22,2019/06/25,1,765,Kellen,Bentick,2019/07/25,Yes,Yes,Yes,Pass,Data
1808,2403,19060232,PAXTON,MCGINLAY,63,15,2019/06/25,1,768,Paxton,Mcginlay,2019/07/25,Yes,No,Yes,Fail,Business
1809,2405,19060256,PHILLY,JERRIM,56,16,2019/06/25,1,784,Philly,Jerrim,2019/07/25,Yes,Yes,Yes,Pass,Business
1810,2406,19060261,SANDI,GURTON,62,27,2019/06/25,1,785,Sandi,Gurton,2019/07/25,Yes,Yes,Yes,Pass,Data
1811,2407,19060282,LEVY,STANDAGE,57,17,2019/06/25,1,798,Levy,Standage,2019/07/25,Yes,Yes,Yes,Pass,Data
1812,2408,19060297,LANNI,OTTON,62,19,2019/06/25,1,810,Lanni,Otton,2019/07/25,Yes,Yes,Yes,Pass,Data
1813,2409,19060373,ALLX,MACDEARMAID,59,16,2019/06/25,1,866,Allx,Macdearmaid,2019/07/25,Yes,Yes,Yes,Pass,Data
1814,2410,19060381,JARROD,DRIFFE,68,17,2019/06/25,1,872,Jarrod,Driffe,2019/07/25,Yes,No,Yes,Fail,Data
1815,2411,19060405,JUDD,ABRAHM,55,21,2019/06/25,1,889,Judd,Abrahm,2019/07/25,Yes,Yes,Yes,Fail,Business
1816,2412,19060417,KAT,RIGARD,57,20,2019/06/25,1,898,Kat,Rigard,2019/07/25,No,No,Yes,Fail,Data
1817,2413,19060423,AMOS,DEBILL,51,19,2019/06/25,1,903,Amos,Debill,2019/07/25,Yes,Yes,Yes,Pass,Data
1818,2414,19060429,COSTANZA,PYKE,67,19,2019/06/25,1,907,Costanza,Pyke,2019/07/25,Yes,Yes,Yes,Pass,Engineering
1819,2415,19060432,OTHILIA,HUCKER,65,21,2019/06/25,1,910,Othilia,Hucker,2019/07/25,Yes,Yes,Yes,Pass,Engineering
1820,2416,19060434,SILVAIN,KUHWALD,61,21,2019/06/25,1,912,Silvain,Kuhwald,2019/07/25,Yes,Yes,Yes,Pass,Data
1821,2417,19090011,RICKIE,BURKERT,54,19,2019/09/25,1,2578,Rickie,Burkert,2019/09/25,Yes,Yes,Yes,Pass,Data
1822,2418,19090044,ANDRIANA,DUNNIOM,57,16,2019/09/25,1,2597,Andriana,Dunniom,2019/09/25,No,Yes,Yes,Fail,Engineering
1823,2419,19090045,SHERWIN,MCILWRAITH,63,22,2019/09/25,1,2598,Sherwin,Mcilwraith,2019/09/25,Yes,Yes,Yes,Pass,Business
1824,2420,19090047,IOLANDE,TREVERS,61,23,2019/09/25,1,2600,Iolande,Trevers,2019/09/25,Yes,No,Yes,Fail,Engineering
1825,2421,19090049,ORALLA,COPELLI,55,25,2019/09/25,1,2602,Oralla,Copelli,2019/09/25,Yes,Yes,Yes,Pass,Business
1826,2425,19090106,ELVINA,JUDD,60,19,2019/09/25,1,2636,Elvina,Judd,2019/09/25,Yes,Yes,Yes,Pass,Business
1827,2426,19090108,EIMILE,JOBEY,51,22,2019/09/25,1,2637,Eimile,Jobey,2019/09/25,Yes,Yes,No,Fail,Engineering
1828,2427,19090158,ANESTASSIA,GADMAN,58,19,2019/09/25,1,2673,Anestassia,Gadman,2019/09/25,Yes,Yes,Yes,Pass,Data
1829,2429,19090174,REG,GAINES,52,19,2019/09/25,1,2685,Reg,Gaines,2019/09/25,Yes,Yes,No,Fail,Data
1830,2431,19090179,DARYA,DELAFONT,57,20,2019/09/25,1,2688,Darya,Delafont,2019/09/25,Yes,Yes,Yes,Pass,Data
1831,2432,19090180,MYRTA,TISSELL,52,21,2019/09/25,1,2689,Myrta,Tissell,2019/09/25,Yes,Yes,Yes,Pass,Engineering
1832,2434,19090229,GERTA,LEONARDS,67,19,2019/09/25,1,2720,Gerta,Leonards,2019/09/25,Yes,Yes,Yes,Pass,Business
1833,2435,19090230,ALEEN,MCKEURTON,53,21,2019/09/25,1,2721,Aleen,Mckeurton,2019/09/25,Yes,Yes,Yes,Pass,Business
1834,2436,19090231,PRUDI,BERNARDON,52,23,2019/09/25,1,2722,Prudi,Bernardon,2019/09/25,Yes,Yes,Yes,Pass,Business
1835,2437,19090241,PRESCOTT,TURPEY,62,22,2019/09/25,1,2729,Prescott,Turpey,2019/09/25,No,Yes,No,Fail,Engineering
1836,2438,19090294,HONOR,JEANDON,58,19,2019/09/25,1,2767,Honor,Jeandon,2019/09/25,Yes,No,Yes,Fail,Engineering
1837,2439,19090308,MALCOLM,WHITTIER,59,25,2019/09/25,1,2777,Malcolm,Whittier,2019/09/25,Yes,Yes,No,Fail,Business
1838,2440,19090309,GUN,BURKITT,57,22,2019/09/25,1,2778,Gun,Burkitt,2019/09/25,Yes,Yes,Yes,Pass,Business
1839,2441,19090345,PAYTON,TURBARD,58,26,2019/09/25,1,2800,Payton,Turbard,2019/09/25,Yes,Yes,Yes,Pass,Engineering
1840,2442,19090352,NEALON,TOMPKISS,66,23,2019/09/25,1,2806,Nealon,Tompkiss,2019/09/25,Yes,Yes,Yes,Fail,Engineering
1841,2444,19090378,NEEL,CAMPANA,50,21,2019/09/25,1,2823,Neel,Campana,2019/09/25,Yes,Yes,No,Fail,Data
1842,2445,19090382,BRIANA,SHORTER,60,19,2019/09/25,1,2826,Briana,Shorter,2019/09/25,Yes,Yes,No,Fail,Business
1843,2448,19020032,FRASIER,GREEDYER,51,18,2019/02/26,1,1124,Frasier,Greedyer,2019/02/26,Yes,Yes,Yes,Pass,Engineering
1844,2449,19020038,REESE,PROSWELL,53,22,2019/02/26,1,1127,Reese,Proswell,2019/02/26,Yes,Yes,Yes,Pass,Business
1845,2450,19020066,KIMMI,BODELL,50,20,2019/02/26,1,1149,Kimmi,Bodell,2019/02/26,Yes,Yes,Yes,Pass,Engineering
1846,2451,19020068,MART,GRESER,61,16,2019/02/26,1,1150,Mart,Greser,2019/02/26,Yes,Yes,No,Fail,Data
1847,2452,19020095,AUDRYE,TOBIAS,54,20,2019/02/26,1,1170,Audrye,Tobias,2019/02/26,Yes,Yes,Yes,Pass,Business
1848,2453,19020096,DEBBY,MCGLYNN,57,17,2019/02/26,1,1171,Debby,Mcglynn,2019/02/26,Yes,Yes,Yes,Fail,Data
1849,2456,19020135,GEORG,BATTMAN,60,24,2019/02/26,1,1194,Georg,Battman,2019/02/26,Yes,Yes,Yes,Pass,Business
1850,2458,19020174,LORAINE,COLVILLE,54,24,2019/02/26,1,1223,Loraine,Colville,2019/02/26,Yes,Yes,Yes,Pass,Engineering
1851,2459,19020184,TERRY,MACVANAMY,60,28,2019/02/26,1,1231,Terry,Macvanamy,2019/02/26,No,Yes,No,Fail,Engineering
1852,2460,19020192,SHERIDAN,ANGEAU,53,21,2019/02/26,1,1234,Sheridan,Angeau,2019/02/26,Yes,Yes,Yes,Pass,Data
1853,2461,19020202,HERMANN,CASER,60,18,2019/02/26,1,1243,Hermann,Caser,2019/02/26,Yes,Yes,Yes,Pass,Data
1854,2462,19020212,SAMMY,GOWRIE,61,17,2019/02/26,1,1253,Sammy,Gowrie,2019/02/26,Yes,Yes,Yes,Pass,Engineering
1855,2463,19020216,ALI,SHEGOG,55,20,2019/02/26,1,1257,Ali,Shegog,2019/02/26,Yes,Yes,Yes,Pass,Engineering
1856,2465,19020224,HOWARD,SHIPPERBOTTOM,69,22,2019/02/26,1,1260,Howard,Shipperbottom,2019/02/26,No,No,No,Fail,Engineering
1857,2466,19020230,MARMADUKE,BRATCH,50,17,2019/02/26,1,1263,Marmaduke,Bratch,2019/02/26,Yes,Yes,Yes,Pass,Data
1858,2467,19020263,WESTON,BAKES,55,22,2019/02/26,1,1287,Weston,Bakes,2019/02/26,Yes,Yes,Yes,Pass,Data
1859,2468,19020268,EALASAID,BADCOCK,63,20,2019/02/26,1,1292,Ealasaid,Badcock,2019/02/26,Yes,Yes,Yes,Pass,Engineering
1860,2469,19020270,EDIN,ELIE,50,20,2019/02/26,1,1294,Edin,Elie,2019/02/26,Yes,Yes,Yes,Pass,Data
1861,2471,19020287,MARIKA,MASSARD,54,18,2019/02/26,1,1304,Marika,Massard,2019/02/26,No,Yes,Yes,Fail,Data
1862,2472,19020298,GAL,WALLWOOD,59,19,2019/02/26,1,1313,Gal,Wallwood,2019/02/26,Yes,Yes,Yes,Pass,Engineering
1863,2473,19020333,MAGGY,O'CLEARY,53,15,2019/02/26,1,1332,Maggy,O'Cleary,2019/02/26,Yes,Yes,Yes,Pass,Business
1864,2474,19020337,BOBBYE,HAINS,51,24,2019/02/26,1,1335,Bobbye,Hains,2019/02/26,Yes,Yes,Yes,Pass,Business
1865,2475,19020357,JARD,ANTONOWICZ,52,20,2019/02/26,1,1350,Jard,Antonowicz,2019/02/26,Yes,Yes,Yes,Pass,Data
1866,2476,19020361,NORAH,BOWEN,65,15,2019/02/26,1,1353,Norah,Bowen,2019/02/26,Yes,Yes,Yes,Pass,Business
1867,2478,19060032,JAN,MANILO,60,18,2019/06/26,1,640,Jan,Manilo,2019/07/26,Yes,Yes,Yes,Pass,Data
1868,2479,19060040,KATHY,MEEKING,52,24,2019/06/26,1,646,Kathy,Meeking,2019/07/26,Yes,Yes,Yes,Pass,Data
1869,2480,19060105,ANNAMARIA,REDHOLE,55,19,2019/06/26,1,691,Annamaria,Redhole,2019/07/26,Yes,No,Yes,Fail,Engineering
1870,2483,19060115,KATHERINA,BOWTON,60,20,2019/06/26,1,697,Katherina,Bowton,2019/07/26,Yes,No,Yes,Fail,Business
1871,2484,19060119,KIM,BESTER,62,22,2019/06/26,1,701,Kim,Bester,2019/07/26,Yes,Yes,Yes,Fail,Engineering
1872,2485,19060123,CHERRITA,ALLCHORNE,53,16,2019/06/26,1,704,Cherrita,Allchorne,2019/07/26,No,Yes,Yes,Fail,Engineering
1873,2486,19060133,ROSALINDA,FRIZZELL,50,19,2019/06/26,1,713,Rosalinda,Frizzell,2019/07/26,Yes,Yes,Yes,Fail,Business
1874,2489,19060157,BRIANT,POPE,53,22,2019/06/26,1,721,Briant,Pope,2019/07/26,Yes,Yes,Yes,Fail,Data
1875,2492,19060205,LEA,NORMINGTON,59,20,2019/06/26,1,749,Lea,Normington,2019/07/26,Yes,Yes,Yes,Pass,Business
1876,2494,19060212,WILONA,CREAN,59,21,2019/06/26,1,753,Wilona,Crean,2019/07/26,No,Yes,No,Fail,Engineering
1877,2495,19060215,CARLYNNE,KEAL,52,24,2019/06/26,1,754,Carlynne,Keal,2019/07/26,Yes,Yes,Yes,Pass,Data
1878,2496,19060225,BAX,SWEETMAN,50,24,2019/06/26,1,763,Bax,Sweetman,2019/07/26,Yes,Yes,Yes,Pass,Engineering
1879,2497,19060244,JAMIMA,STURGESS,58,23,2019/06/26,1,777,Jamima,Sturgess,2019/07/26,Yes,Yes,Yes,Fail,Business
1880,2499,19060286,JEANNETTE,WILLANS,63,21,2019/06/26,1,801,Jeannette,Willans,2019/07/26,Yes,Yes,Yes,Pass,Engineering
1881,2500,19060293,TIRRELL,TABART,52,23,2019/06/26,1,806,Tirrell,Tabart,2019/07/26,Yes,Yes,Yes,Pass,Data
1882,2501,19060300,ROLAND,SKEENE,57,17,2019/06/26,1,813,Roland,Skeene,2019/07/26,Yes,Yes,Yes,Fail,Engineering
1883,2502,19060319,ABRAM,SUETER,68,19,2019/06/26,1,829,Abram,Sueter,2019/07/26,Yes,No,Yes,Fail,Data
1884,2504,19060335,CORDIE,BOLDUC,55,22,2019/06/26,1,842,Cordie,Bolduc,2019/07/26,Yes,Yes,Yes,Pass,Engineering
1885,2505,19060341,FREMONT,VICARY,59,25,2019/06/26,1,848,Fremont,Vicary,2019/07/26,Yes,No,Yes,Fail,Engineering
1886,2506,19060351,CLIO,LAFFLINA,61,25,2019/06/26,1,854,Clio,Lafflina,2019/07/26,Yes,No,Yes,Fail,Business
1887,2508,19060366,ERVIN,ACOSTA,59,20,2019/06/26,1,861,Ervin,Acosta,2019/07/26,Yes,No,No,Fail,Data
1888,2509,19060376,AGUIE,PRATI,61,19,2019/06/26,1,868,Aguie,Prati,2019/07/26,Yes,No,Yes,Fail,Engineering
1889,2511,19060399,KENDRA,TWORT,57,21,2019/06/26,1,884,Kendra,Twort,2019/07/26,Yes,Yes,Yes,Pass,Engineering
1890,2513,19060425,SAMSON,MOSEN,54,18,2019/06/26,1,904,Samson,Mosen,2019/07/26,Yes,Yes,Yes,Pass,Business
1891,2515,19030000,ABBE,HANNY,60,23,2019/03/26,1,1599,Abbe,Hanny,2019/03/26,Yes,Yes,Yes,Pass,Data
1892,2516,19030024,ANICA,VALLIS,62,24,2019/03/26,1,1614,Anica,Vallis,2019/03/26,Yes,Yes,Yes,Pass,Data
1893,2517,19030037,QUINTON,KUHNT,56,17,2019/03/26,1,1625,Quinton,Kuhnt,2019/03/26,Yes,Yes,Yes,Pass,Business
1894,2518,19030045,GAVIN,SIDES,62,24,2019/03/26,1,1630,Gavin,Sides,2019/03/26,No,Yes,Yes,Fail,Business
1895,2519,19030112,CYRILL,WILKISON,52,21,2019/03/26,1,1672,Cyrill,Wilkison,2019/03/26,No,Yes,Yes,Fail,Data
1896,2520,19030147,TEODOOR,FLEAY,68,25,2019/03/26,1,1697,Teodoor,Fleay,2019/03/26,No,Yes,Yes,Fail,Business
1897,2521,19030153,KASSIA,WYNCH,61,22,2019/03/26,1,1699,Kassia,Wynch,2019/03/26,Yes,Yes,Yes,Pass,Data
1898,2524,19030195,ALMIRE,VAUTREY,59,17,2019/03/26,1,1726,Almire,Vautrey,2019/03/26,Yes,No,Yes,Fail,Data
1899,2525,19030211,RUDY,DAVIDDE,56,23,2019/03/26,1,1739,Rudy,Davidde,2019/03/26,Yes,Yes,Yes,Pass,Business
1900,2528,19030226,RAUL,AIRLIE,63,23,2019/03/26,1,1750,Raul,Airlie,2019/03/26,Yes,No,No,Fail,Business
1901,2529,19030232,CLEVE,CRAIGS,62,21,2019/03/26,1,1754,Cleve,Craigs,2019/03/26,No,Yes,No,Fail,Data
1902,2534,19030273,JILL,PAWELEC,56,15,2019/03/26,1,1774,Jill,Pawelec,2019/03/26,Yes,Yes,Yes,Fail,Engineering
1903,2535,19030274,OLENOLIN,WRESSELL,62,22,2019/03/26,1,1775,Olenolin,Wressell,2019/03/26,No,No,Yes,Fail,Data
1904,2536,19030287,ALTHEA,KOPELMAN,54,25,2019/03/26,1,1784,Althea,Kopelman,2019/03/26,Yes,Yes,Yes,Pass,Engineering
1905,2537,19030323,DRE,SOUTHERTON,50,16,2019/03/26,1,1809,Dre,Southerton,2019/03/26,Yes,Yes,No,Fail,Data
1906,2538,19030337,NEAL,GINGLELL,65,21,2019/03/26,1,1820,Neal,Ginglell,2019/03/26,Yes,Yes,Yes,Pass,Engineering
1907,2539,19030342,EMILY,YON,51,23,2019/03/26,1,1825,Emily,Yon,2019/03/26,No,Yes,Yes,Fail,Business
1908,2539,19030342,EMILY,YON,51,23,2019/03/26,1,1826,Emily,Yon,2019/03/26,No,Yes,Yes,Fail,Business
1909,2541,19030357,ASHLIE,SIVETER,57,18,2019/03/26,1,1835,Ashlie,Siveter,2019/03/26,Yes,Yes,Yes,Pass,Data
1910,2542,19030358,MAXWELL,FADELL,61,16,2019/03/26,1,1836,Maxwell,Fadell,2019/03/26,Yes,Yes,Yes,Pass,Engineering
1911,2543,19030362,HOBART,CALDEYROUX,62,20,2019/03/26,1,1839,Hobart,Caldeyroux,2019/03/26,Yes,Yes,Yes,Pass,Business
1912,2544,19110038,SERGE,DELEEK,52,20,2019/11/26,1,2117,Serge,DeLeek,2019/11/26,Yes,Yes,Yes,Fail,Data
1913,2545,19110056,SHARRON,STARLING,54,18,2019/11/26,1,2128,Sharron,Starling,2019/11/26,Yes,Yes,Yes,Pass,Data
1914,2547,19110065,MAEGAN,CHADD,60,23,2019/11/26,1,2131,Maegan,Chadd,2019/11/26,Yes,Yes,Yes,Pass,Engineering
1915,2548,19110068,ULRICK,SWANE,61,26,2019/11/26,1,2133,Ulrick,Swane,2019/11/26,Yes,Yes,Yes,Pass,Engineering
1916,2549,19110085,GIFF,DUKES,71,22,2019/11/26,1,2144,Giff,Dukes,2019/11/26,Yes,Yes,Yes,Pass,Engineering
1917,2551,19110166,KANYA,JOBLING,58,17,2019/11/26,1,2186,Kanya,Jobling,2019/11/26,Yes,Yes,Yes,Pass,Data
1918,2552,19110171,MAITILDE,BLABEY,69,22,2019/11/26,1,2189,Maitilde,Blabey,2019/11/26,Yes,Yes,Yes,Pass,Business
1919,2553,19110183,VIVIANNE,FOLLISS,52,19,2019/11/26,1,2196,Vivianne,Folliss,2019/11/26,No,Yes,Yes,Fail,Engineering
1920,2554,19110237,EMYLE,BYRTH,50,17,2019/11/26,1,2228,Emyle,Byrth,2019/11/26,Yes,Yes,Yes,Pass,Data
1921,2555,19110240,ORTON,VERMER,59,25,2019/11/26,1,2231,Orton,Vermer,2019/11/26,Yes,Yes,Yes,Pass,Data
1922,2556,19110244,JERRYLEE,DECRUZ,60,24,2019/11/26,1,2235,Jerrylee,DeCruz,2019/11/26,Yes,Yes,Yes,Pass,Data
1923,2557,19110257,BRITTANEY,ROSKRUGE,57,23,2019/11/26,1,2245,Brittaney,Roskruge,2019/11/26,Yes,Yes,Yes,Pass,Business
1924,2559,19110294,GAR,SILL,59,16,2019/11/26,1,2271,Gar,Sill,2019/11/26,Yes,Yes,Yes,Pass,Data
1925,2560,19110306,JESSALYN,PREWETT,64,20,2019/11/26,1,2280,Jessalyn,Prewett,2019/11/26,Yes,Yes,Yes,Pass,Data
1926,2561,19110314,OLGA,PYKETT,56,16,2019/11/26,1,2287,Olga,Pykett,2019/11/26,Yes,Yes,Yes,Pass,Engineering
1927,2562,19110316,MILTON,PIERS,53,21,2019/11/26,1,2289,Milton,Piers,2019/11/26,Yes,Yes,Yes,Pass,Business
1928,2563,19110319,ROBINA,MACCOSTYE,50,23,2019/11/26,1,2291,Robina,Maccostye,2019/11/26,Yes,Yes,Yes,Pass,Engineering
1929,2564,19110320,GIACOPO,KYNDRED,61,15,2019/11/26,1,2292,Giacopo,Kyndred,2019/11/26,Yes,Yes,Yes,Pass,Engineering
1930,2565,19110326,LUTHER,AIMERIC,54,19,2019/11/26,1,2295,Luther,Aimeric,2019/11/26,Yes,Yes,Yes,Pass,Data
1931,2568,19110352,PAULETTE,LUNDBECK,72,17,2019/11/26,1,2311,Paulette,Lundbeck,2019/11/26,Yes,Yes,Yes,Pass,Business
1932,2570,19090053,VINSON,TRAPPE,52,21,2019/09/26,0,2604,Vinson,Trappe,2019/09/26,Yes,Yes,Yes,Pass,Data
1933,2571,19090054,RUPERTA,ILLESLEY,54,20,2019/09/26,0,2605,Ruperta,Illesley,2019/09/26,Yes,No,No,Fail,Engineering
1934,2574,19090081,FIFI,KINGSLY,50,26,2019/09/26,0,2620,Fifi,Kingsly,2019/09/26,Yes,Yes,Yes,Pass,Business
1935,2575,19090122,ARLEYNE,WITCH,59,20,2019/09/26,0,2649,Arleyne,Witch,2019/09/26,Yes,Yes,Yes,Pass,Data
1936,2576,19090125,LANNI,LAVIS,57,21,2019/09/26,0,2650,Lanni,Lavis,2019/09/26,Yes,Yes,Yes,Pass,Engineering
1937,2577,19090136,PENNIE,CROOKSHANKS,56,17,2019/09/26,0,2661,Pennie,Crookshanks,2019/09/26,Yes,Yes,Yes,Pass,Data
1938,2578,19090139,BUIRON,HOOFE,54,19,2019/09/26,0,2663,Buiron,Hoofe,2019/09/26,Yes,Yes,Yes,Pass,Business
1939,2580,19090161,RAYSHELL,BALFE,56,24,2019/09/26,0,2676,Rayshell,Balfe,2019/09/26,Yes,Yes,Yes,Pass,Business
1940,2581,19090167,LUCINA,BANASZEWSKI,50,19,2019/09/26,0,2681,Lucina,Banaszewski,2019/09/26,Yes,Yes,Yes,Pass,Data
1941,2583,19090205,BELLA,DURTNAL,55,22,2019/09/26,0,2704,Bella,Durtnal,2019/09/26,Yes,Yes,Yes,Pass,Data
1942,2584,19090217,BABARA,VEAZEY,73,18,2019/09/26,0,2712,Babara,Veazey,2019/09/26,Yes,Yes,Yes,Pass,Data
1943,2585,19090236,LILLY,ANDREASEN,66,20,2019/09/26,0,2725,Lilly,Andreasen,2019/09/26,Yes,Yes,Yes,Pass,Engineering
1944,2586,19090284,CHANCE,FLEAY,52,18,2019/09/26,0,2759,Chance,Fleay,2019/09/26,Yes,No,Yes,Fail,Data
1945,2588,19090300,LESTER,WEDDEBURN-SCRIMGEOUR,54,22,2019/09/26,0,2771,Lester,Weddeburn-Scrimgeour,2019/09/26,Yes,Yes,No,Fail,Data
1946,2589,19090307,ZOLLIE,DANKS,55,18,2019/09/26,0,2776,Zollie,Danks,2019/09/26,Yes,Yes,Yes,Pass,Business
1947,2590,19090323,REEVA,AMORT,54,25,2019/09/26,0,2788,Reeva,Amort,2019/09/26,Yes,Yes,Yes,Fail,Business
1948,2591,19090333,JOURDAIN,TRIPP,60,17,2019/09/26,0,2795,Jourdain,Tripp,2019/09/26,Yes,Yes,No,Fail,Business
1949,2592,19090347,STEPHA,WILLISON,61,24,2019/09/26,0,2802,Stepha,Willison,2019/09/26,Yes,Yes,Yes,Pass,Data
1950,2593,19090351,HERMANN,CUDDE,60,17,2019/09/26,0,2805,Hermann,Cudde,2019/09/26,Yes,Yes,Yes,Fail,Business
1951,2594,19090358,HERMINA,BOAR,61,18,2019/09/26,0,2812,Hermina,Boar,2019/09/26,Yes,Yes,Yes,Pass,Business
1952,2595,19090360,KELILA,CUNAH,64,24,2019/09/26,0,2813,Kelila,Cunah,2019/09/26,No,Yes,Yes,Fail,Business
1953,2596,19090387,ERNY,MOURANT,58,16,2019/09/26,0,2828,Erny,Mourant,2019/09/26,Yes,Yes,Yes,Pass,Business
1954,2597,19090388,OREN,MEDWELL,58,24,2019/09/26,0,2829,Oren,Medwell,2019/09/26,Yes,Yes,No,Fail,Engineering
1955,2599,19090415,CLYVE,GILLHESPY,59,24,2019/09/26,0,2846,Clyve,Gillhespy,2019/09/26,Yes,Yes,Yes,Pass,Business
1956,2600,19080054,MARCELA,PASS,51,25,2019/08/27,1,37,Marcela,Pass,2019/08/27,Yes,No,Yes,Fail,Business
1957,2601,19080084,DARCEY,MORDIN,61,15,2019/08/27,1,57,Darcey,Mordin,2019/08/27,Yes,Yes,Yes,Pass,Business
1958,2603,19080158,OMAR,RODRIGO,61,22,2019/08/27,1,112,Omar,Rodrigo,2019/08/27,Yes,No,Yes,Fail,Engineering
1959,2606,19080179,DIANDRA,DYHOUSE,50,19,2019/08/27,1,124,Diandra,Dyhouse,2019/08/27,Yes,Yes,Yes,Pass,Business
1960,2607,19080182,GUSTI,HORROD,59,17,2019/08/27,1,127,Gusti,Horrod,2019/08/27,Yes,Yes,Yes,Pass,Data
1961,2608,19080213,REG,VANDENHOFF,51,15,2019/08/27,1,149,Reg,Vandenhoff,2019/08/27,Yes,Yes,Yes,Pass,Data
1962,2609,19080226,JILLIE,HOWLES,57,20,2019/08/27,1,162,Jillie,Howles,2019/08/27,Yes,Yes,No,Fail,Data
1963,2611,19080238,ORALIA,BARRAT,52,21,2019/08/27,1,171,Oralia,Barrat,2019/08/27,Yes,Yes,Yes,Pass,Data
1964,2612,19080260,NORRI,TEMBY,66,20,2019/08/27,1,189,Norri,Temby,2019/08/27,Yes,Yes,Yes,Pass,Engineering
1965,2613,19080264,DODIE,LASSELLS,65,18,2019/08/27,1,192,Dodie,Lassells,2019/08/27,Yes,Yes,Yes,Pass,Data
1966,2614,19080272,ALDO,BRADNUM,50,24,2019/08/27,1,196,Aldo,Bradnum,2019/08/27,Yes,Yes,Yes,Pass,Engineering
1967,2616,19080302,CHANCEY,CLIMER,59,19,2019/08/27,1,216,Chancey,Climer,2019/08/27,Yes,Yes,Yes,Pass,Business
1968,2618,19080341,VAUGHN,WALLINGTON,52,26,2019/08/27,1,236,Vaughn,Wallington,2019/08/27,Yes,Yes,Yes,Pass,Business
1969,2620,19080380,SEAN,OVISE,60,24,2019/08/27,1,261,Sean,Ovise,2019/08/27,Yes,Yes,Yes,Pass,Engineering
1970,2621,19080386,JIM,DWERRYHOUSE,53,23,2019/08/27,1,266,Jim,Dwerryhouse,2019/08/27,Yes,Yes,Yes,Pass,Business
1971,2623,19080438,MATTEO,CORNEWELL,50,16,2019/08/27,1,294,Matteo,Cornewell,2019/08/27,Yes,Yes,Yes,Pass,Business
1972,2625,19080441,RHODY,CUSHION,60,19,2019/08/27,1,296,Rhody,Cushion,2019/08/27,Yes,Yes,Yes,Pass,Business
